rowID,PARGROUP,PRNAM,CAS,DTYPE,PARAM,MUNIT,MATRX,BASIS,METPT,METOA,Note,AphiaID,Species,P01_Code,P01,P01_label,S06_label,S07_label,S27_label,S02_label,S26_label,S25_label,TAXON,S09_label,S10_label,S11_label,S12_label,S13_label,S14_label,S15_label,S06,S07,S27,S02,S26,S25,S09,S10,S11,S12,S13,S14,S15
10,-9,cadmium,7440-43-9,CS,CD,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000049,Concentration of cadmium {Cd CAS 7440-43-9} per unit dry weight of sediment <1000um,Concentration,not specified,cadmium,per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002363,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
11,-9,copper,7440-50-8,CS,CU,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000107,Concentration of copper {Cu CAS 7440-50-8} per unit dry weight of sediment <1000um,Concentration,not specified,copper,per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002454,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
12,-9,"DDE (p,p')",72-55-9,CS,DDEPP,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000029,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit dry weight of sediment <1000um",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethylene",per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002251,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
13,-9,"DDT (o,p')",789-02-6,CS,DDTOP,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000152,"Concentration of 2,4'-dichlorodiphenyltrichloroethane {o,p'-DDT CAS 789-02-6} per unit dry weight of sediment <1000um",Concentration,not specified,"2,4'-dichlorodiphenyltrichloroethane",per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001117,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
14,-9,"DDT (p,p')",50-29-3,CS,DDTPP,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000013,"Concentration of 4,4'-dichlorodiphenyltrichloroethane {p,p'-DDT CAS 50-29-3} per unit dry weight of sediment <1000um",Concentration,not specified,"4,4'-dichlorodiphenyltrichloroethane",per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002258,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
15,-9,fluoranthene,206-44-0,CS,FLU,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000123,Concentration of fluoranthene {CAS 206-44-0} per unit dry weight of sediment <1000um,Concentration,not specified,fluoranthene,per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002069,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
16,-9,hexachlorobenzene,118-74-1,CS,HCB,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000050,Concentration of hexachlorobenzene {HCB CAS 118-74-1} per unit dry weight of sediment <1000um,Concentration,not specified,hexachlorobenzene,per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002531,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
17,-9,mercury,7439-97-6,CS,HG,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000088,Concentration of total mercury {total_Hg CAS 7439-97-6} per unit dry weight of sediment <1000um,Concentration,not specified,total mercury,per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001621,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
18,-9,naphthalene,91-20-3,CS,NAP,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000014,Concentration of naphthalene {CAS 91-20-3} per unit dry weight of sediment <1000um,Concentration,not specified,naphthalene,per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002013,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
19,-9,phenanthrene,85-01-8,CS,PA,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000066,Concentration of phenanthrene {CAS 85-01-8} per unit dry weight of sediment <1000um,Concentration,not specified,phenanthrene,per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002601,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
20,-9,lead,7439-92-1,CS,PB,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000108,Concentration of lead {Pb CAS 7439-92-1} per unit dry weight of sediment <1000um,Concentration,not specified,lead,per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002545,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
21,-9,"TDE (p,p') = DDD (p,p')",72-54-8,CS,TDEPP,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000015,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit dry weight of sediment <1000um",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002244,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
22,-9,zinc,7440-66-6,CS,ZN,ug/kg,SED1000,D,-9,-9,-9,-9,-9,-9,IC000067,Concentration of zinc {Zn CAS 7440-66-6} per unit dry weight of sediment <1000um,Concentration,not specified,zinc,per unit dry weight of,sediment <1000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002678,S041,MAT01975,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
23,-9,aluminium,7429-90-5,CS,AL,%,SED20,D,-9,-9,-9,-9,-9,-9,IC000016,Proportion of aluminium {Al CAS 7429-90-5} per unit dry weight of sediment <20um,Proportion,not specified,aluminium,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,CS002991,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
24,-9,aluminium,7429-90-5,CS,AL,g/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000068,Concentration of aluminium {Al CAS 7429-90-5} per unit dry weight of sediment <20um,Concentration,not specified,aluminium,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002991,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
25,-9,aluminium,7429-90-5,CS,AL,mg/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000068,Concentration of aluminium {Al CAS 7429-90-5} per unit dry weight of sediment <20um,Concentration,not specified,aluminium,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002991,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
26,-9,aluminium,7429-90-5,CS,AL,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000068,Concentration of aluminium {Al CAS 7429-90-5} per unit dry weight of sediment <20um,Concentration,not specified,aluminium,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002991,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
27,-9,anthracene,120-12-7,CS,ANT,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000124,Concentration of anthracene {CAS 120-12-7} per unit dry weight of sediment <20um,Concentration,not specified,anthracene,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002027,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
28,-9,benzo[a]pyrene,50-32-8,CS,BAP,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000030,Concentration of benzo(a)pyrene {CAS 50-32-8} per unit dry weight of sediment <20um,Concentration,not specified,benzo(a)pyrene,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001908,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
29,-9,"2,2',4,5,5'-pentachlorobiphenyl (CB101)",37680-73-2,CS,CB101,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000089,"Concentration of 2,2',4,5,5'-pentachlorobiphenyl {PCB101 CAS 37680-73-2} per unit dry weight of sediment <20um",Concentration,not specified,"2,2',4,5,5'-pentachlorobiphenyl",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001803,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
30,-9,"2,3,3',4,4'-pentachlorobiphenyl (CB105)",32598-14-4,CS,CB105,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000090,"Concentration of 2,3,3',4,4'-pentachlorobiphenyl {PCB105 CAS 32598-14-4} per unit dry weight of sediment <20um",Concentration,not specified,"2,3,3',4,4'-pentachlorobiphenyl",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001089,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
31,-9,"2,3',4,4',5-pentachlorobiphenyl (CB118)",31508-00-6,CS,CB118,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000125,"Concentration of 2,3',4,4',5-pentachlorobiphenyl {PCB118 CAS 31508-00-6} per unit dry weight of sediment <20um",Concentration,not specified,"2,3',4,4',5-pentachlorobiphenyl",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001061,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
32,-9,"2,2',3,4,4',5'-hexachlorobiphenyl (CB138)",35065-28-2,CS,CB138,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000051,"Concentration of 2,2',3,4,4',5'-hexachlorobiphenyl {PCB138 CAS 35065-28-2} per unit dry weight of sediment <20um",Concentration,not specified,"2,2',3,4,4',5'-hexachlorobiphenyl",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001719,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
33,-9,"2,2',4,4',5,5'-hexachlorobiphenyl (CB153)",35065-27-1,CS,CB153,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000031,"Concentration of 2,2',4,4',5,5'-hexachlorobiphenyl {PCB153 CAS 35065-27-1} per unit dry weight of sediment <20um",Concentration,not specified,"2,2',4,4',5,5'-hexachlorobiphenyl",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001530,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
34,-9,"2,2',3,4,4',5,5'-heptachlorobiphenyl (CB180)",35065-29-3,CS,CB180,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000017,"Concentration of 2,2',3,4,4',5,5'-heptachlorobiphenyl {PCB180 CAS 35065-29-3} per unit dry weight of sediment <20um",Concentration,not specified,"2,2',3,4,4',5,5'-heptachlorobiphenyl",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001733,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
35,-9,"2,4,4'-trichlorobiphenyl (CB28)",7012-37-5,CS,CB28,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000032,"Concentration of 2,4,4'-trichlorobiphenyl {PCB28 CAS 7012-37-5} per unit dry weight of sediment <20um",Concentration,not specified,"2,4,4'-trichlorobiphenyl",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001859,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
36,-9,"2,2',5,5'-tetrachlorobiphenyl (CB52)",35693-99-3,CS,CB52,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000052,"Concentration of 2,2',5,5'-tetrachlorobiphenyl {PCB52 CAS 35693-99-3} per unit dry weight of sediment <20um",Concentration,not specified,"2,2',5,5'-tetrachlorobiphenyl",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001047,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
37,-9,cadmium,7440-43-9,CS,CD,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000091,Concentration of cadmium {Cd CAS 7440-43-9} per unit dry weight of sediment <20um,Concentration,not specified,cadmium,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002363,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
38,-9,organic carbon,-9,CS,CORG,g/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000033,Concentration of organic carbon {organic_C CAS 7440-44-0} per unit dry weight of sediment <20um,Concentration,not specified,organic carbon,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002857,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
39,-9,organic carbon,-9,CS,CORG,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000033,Concentration of organic carbon {organic_C CAS 7440-44-0} per unit dry weight of sediment <20um,Concentration,not specified,organic carbon,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002857,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
40,-9,copper,7440-50-8,CS,CU,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000053,Concentration of copper {Cu CAS 7440-50-8} per unit dry weight of sediment <20um,Concentration,not specified,copper,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002454,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
41,-9,"DDE (p,p')",72-55-9,CS,DDEPP,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000126,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit dry weight of sediment <20um",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethylene",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002251,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
42,-9,"DDT (o,p')",789-02-6,CS,DDTOP,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000069,"Concentration of 2,4'-dichlorodiphenyltrichloroethane {o,p'-DDT CAS 789-02-6} per unit dry weight of sediment <20um",Concentration,not specified,"2,4'-dichlorodiphenyltrichloroethane",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001117,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
43,-9,"DDT (p,p')",50-29-3,CS,DDTPP,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000109,"Concentration of 4,4'-dichlorodiphenyltrichloroethane {p,p'-DDT CAS 50-29-3} per unit dry weight of sediment <20um",Concentration,not specified,"4,4'-dichlorodiphenyltrichloroethane",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002258,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
44,-9,fluoranthene,206-44-0,CS,FLU,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000034,Concentration of fluoranthene {CAS 206-44-0} per unit dry weight of sediment <20um,Concentration,not specified,fluoranthene,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002069,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
45,-9,hexachlorobenzene,118-74-1,CS,HCB,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000035,Concentration of hexachlorobenzene {HCB CAS 118-74-1} per unit dry weight of sediment <20um,Concentration,not specified,hexachlorobenzene,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002531,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
46,-9,mercury,7439-97-6,CS,HG,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000092,Concentration of total mercury {total_Hg CAS 7439-97-6} per unit dry weight of sediment <20um,Concentration,not specified,total mercury,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001621,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
47,-9,lithium,7439-93-2,CS,LI,g/g,SED20,D,-9,-9,-9,-9,-9,-9,IC000128,Concentration of lithium {Li CAS 7439-93-2} per unit dry weight of sediment <20um,Concentration,not specified,lithium,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002552,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
48,-9,lithium,7439-93-2,CS,LI,mg/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000128,Concentration of lithium {Li CAS 7439-93-2} per unit dry weight of sediment <20um,Concentration,not specified,lithium,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002552,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
49,-9,naphthalene,91-20-3,CS,NAP,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000036,Concentration of naphthalene {CAS 91-20-3} per unit dry weight of sediment <20um,Concentration,not specified,naphthalene,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002013,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
50,-9,phenanthrene,85-01-8,CS,PA,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000110,Concentration of phenanthrene {CAS 85-01-8} per unit dry weight of sediment <20um,Concentration,not specified,phenanthrene,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002601,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
51,-9,lead,7439-92-1,CS,PB,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000093,Concentration of lead {Pb CAS 7439-92-1} per unit dry weight of sediment <20um,Concentration,not specified,lead,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002545,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
52,-9,"TDE (p,p') = DDD (p,p')",72-54-8,CS,TDEPP,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000018,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit dry weight of sediment <20um",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002244,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
53,-9,zinc,7440-66-6,CS,ZN,ug/kg,SED20,D,-9,-9,-9,-9,-9,-9,IC000094,Concentration of zinc {Zn CAS 7440-66-6} per unit dry weight of sediment <20um,Concentration,not specified,zinc,per unit dry weight of,sediment <20um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002678,S041,MAT01977,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
54,-9,aluminium,7429-90-5,CS,AL,%,SED2000,D,-9,-9,-9,-9,-9,-9,IC000129,Proportion of aluminium {Al CAS 7429-90-5} per unit dry weight of sediment <2000um,Proportion,not specified,aluminium,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,CS002991,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
