rowID,PARGROUP,PRNAM,CAS,DTYPE,PARAM,MUNIT,MATRX,BASIS,METPT,METOA,Note,AphiaID,Species,P01_Code,P01,P01_label,S06_label,S07_label,S27_label,S02_label,S26_label,S25_label,TAXON,S09_label,S10_label,S11_label,S12_label,S13_label,S14_label,S15_label,S06,S07,S27,S02,S26,S25,S09,S10,S11,S12,S13,S14,S15
108,-9,"2,4',5-trichlorobiphenyl (CB31)",16606-02-3,CS,CB31,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CB31SDBD,CB31SDBD,"Concentration of 2,4',5-trichlorobiphenyl {PCB31 CAS 16606-02-3} per unit dry weight of sediment <2000um",Concentration,not specified,"2,4',5-trichlorobiphenyl",per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001880,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
110,-9,"2,2',5,5'-tetrachlorobiphenyl (CB52)",35693-99-3,CS,CB52,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CB52SDBD,CB52SDBD,"Concentration of 2,2',5,5'-tetrachlorobiphenyl {PCB52 CAS 35693-99-3} per unit dry weight of sediment <2000um",Concentration,not specified,"2,2',5,5'-tetrachlorobiphenyl",per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001047,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
112,-9,cis-chlordane (alpha-chlordane),5103-71-9,CS,CCDAN,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CALCX054,CALCX054,Concentration of alpha-chlordane {cis-chlordane CAS 5103-71-9} per unit dry weight of sediment <2000um,Concentration,not specified,Chlordane alpha,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002300,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
113,-9,cadmium,7440-43-9,CS,CD,mg/kg,SED2000,D,-9,-9,-9,-9,-9,CONCDS01,CONCDS01,Concentration of cadmium {Cd CAS 7440-43-9} per unit dry weight of sediment <2000um,Concentration,not specified,Cadmium,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002363,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
119,-9,organic carbon,-9,CS,CORG,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CORCX070,CORCX070,Concentration of organic carbon {organic_C CAS 7440-44-0} per unit dry weight of sediment <2000um,Concentration,not specified,Carbone Organique,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002857,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
121,-9,chromium,7440-47-3,CS,CR,mg/kg,SED2000,D,-9,-9,-9,-9,-9,CRSEDBD1,CRSEDBD1,Concentration of chromium {Cr CAS 7440-47-3} per unit dry weight of sediment <2000um,Concentration,not specified,chromium,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002377,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
123,-9,copper,7440-50-8,CS,CU,mg/kg,SED2000,D,-9,-9,-9,-9,-9,CUSEDBD1,CUSEDBD1,Concentration of copper {Cu CAS 7440-50-8} per unit dry weight of sediment <2000um,Concentration,not specified,Cuivre,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002454,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
127,-9,"DDE (o,p')",3424-82-6,CS,DDEOP,ug/kg,SED2000,D,-9,-9,-9,-9,-9,C29CX045,C29CX045,"Concentration of 2,4'-dichlorodiphenyldichloroethylene {o,p'-DDE CAS 3424-82-6} per unit dry weight of sediment <2000um",Concentration,not specified,DDE 24',per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001110,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
129,-9,"DDE (p,p')",72-55-9,CS,DDEPP,ug/kg,SED2000,D,-9,-9,-9,-9,-9,C49CX047,C49CX047,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit dry weight of sediment <2000um",Concentration,not specified,DDE 44',per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002251,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
134,-9,"DDT (p,p')",50-29-3,CS,DDTPP,ug/kg,SED2000,D,-9,-9,-9,-9,-9,C49CX049,C49CX049,"Concentration of 4,4'-dichlorodiphenyltrichloroethane {p,p'-DDT CAS 50-29-3} per unit dry weight of sediment <2000um",Concentration,not specified,"4,4'-dichlorodiphenyltrichloroethane",per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002258,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
136,-9,dieldrin,60-57-1,CS,DIELD,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CDICX056,CDICX056,Concentration of dieldrin {CAS 60-57-1} per unit dry weight of sediment <2000um,Concentration,not specified,dieldrin,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002468,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
140,-9,Grain Size Mass Fraction <1000 micron,-9,CS,GSMF1000,%,SED2000,D,-9,-9,-9,-9,-9,PRSCSVXX,,,Proportion,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
141,-9,Grain Size Mass Fraction <125 micron,-9,CS,GSMF125,%,SED2000,D,-9,-9,-9,-9,-9,PRPCL337,,,Proportion,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
142,-9,Grain Size Mass Fraction <2000 micron,-9,CS,GSMF2000,%,SED2000,D,-9,-9,-9,-9,-9,PRPCL338,,,Proportion,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
143,-9,Grain Size Mass Fraction <63 micron (silt/clay),-9,CS,GSMF63,%,SED2000,D,-9,-9,-9,-9,-9,PRPCL334,,,Proportion,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
145,-9,hexachlorobenzene,118-74-1,CS,HCB,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CHECX040,CHECX040,Concentration of hexachlorobenzene {HCB CAS 118-74-1} per unit dry weight of sediment <2000um,Concentration,not specified,hexachlorobenzene,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002531,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
147,-9,alpha-HCH (alpha-hexachlorocyclohexane),319-84-6,CS,HCHA,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CALCX064,CALCX064,Concentration of alpha-hexachlorocyclohexane {alpha-HCH CAS 319-84-6} per unit dry weight of sediment <2000um,Concentration,not specified,Hexachlorocyclohexane alpha,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002321,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
148,-9,gamma-HCH (gamma-hexachlorocyclohexane),58-89-9,CS,HCHG,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CGACX068,CGACX068,Concentration of gamma-hexachlorocyclohexane {lindane gamma-HCH CAS 58-89-9} per unit dry weight of sediment <2000um,Concentration,not specified,gamma-hexachlorocyclohexane,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002503,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
149,-9,mercury,7439-97-6,CS,HG,mg/kg,SED2000,D,-9,-9,-9,-9,-9,CONHGS01,CONHGS01,Concentration of total mercury {total_Hg CAS 7439-97-6} per unit dry weight of sediment <2000um,Concentration,not specified,Mercure,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001621,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
154,-9,lithium,7439-93-2,CS,LI,mg/kg,SED2000,D,-9,-9,-9,-9,-9,LISEDBD1,LISEDBD1,Concentration of lithium {Li CAS 7439-93-2} per unit dry weight of sediment <2000um,Concentration,not specified,lithium,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002552,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
156,-9,loss on ignition,-9,CS,LOIGN,-9,SED2000,D,-9,-9,-9,-9,-9,STOMLIBS,,,,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
157,-9,moisture content percent,-9,CS,MOCON%,%,SED2000,D,-9,-9,-9,-9,-9,MAJO0037,,,Proportion,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
166,-9,lead,7439-92-1,CS,PB,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CONPBS01,CONPBS01,Concentration of lead {Pb CAS 7439-92-1} per unit dry weight of sediment <2000um,Concentration,not specified,Plomb,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002545,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
175,-9,trans-chlordane (gamma-chlordane),5103-74-2,CS,TCDAN,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CGACX060,CGACX060,Concentration of gamma-chlordane {trans-chlordane CAS 5103-74-2} per unit dry weight of sediment <2000um,Concentration,not specified,gamma-chlordane,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001278,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
177,-9,"TDE (p,p') = DDD (p,p')",72-54-8,CS,TDEPP,ug/kg,SED2000,D,-9,-9,-9,-9,-9,C49CX051,C49CX051,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit dry weight of sediment <2000um",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002244,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
179,-9,trans-nonachlor,39765-80-5,CS,TNONC,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CTRCX062,CTRCX062,Concentration of trans-nonachlor {CAS 39765-80-5} per unit dry weight of sediment <2000um,Concentration,not specified,trans-nonachlor,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002643,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
185,-9,zinc,7440-66-6,CS,ZN,mg/kg,SED2000,D,-9,-9,-9,-9,-9,ZNSEDBD1,ZNSEDBD1,Concentration of zinc {Zn CAS 7440-66-6} per unit dry weight of sediment <2000um,Concentration,not specified,zinc,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002678,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
212,-9,"Benzo[b]naphtho[2,1-d]thiophene",239-35-0,CS,21BNT,ug/kg,SED63,D,-9,-9,-9,-9,-9,CBECX085,CBECX085,"Concentration of benzo(b)naphtho(2,1-d)thiophene {CAS 239-35-0} per unit dry weight of sediment <63um",Concentration,not specified,"benzo(b)naphtho(2,1-d)thiophene",per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS003628,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
213,-9,acenaphthene,83-32-9,CS,ACNE,ug/kg,SED63,D,-9,-9,-9,-9,-9,CPAHSD03,CPAHSD03,Concentration of acenaphthene {CAS 83-32-9} per unit dry weight of sediment <63um,Concentration,not specified,Acénaphtène,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001999,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
214,-9,acenaphthylene,208-96-8,CS,ACNLE,ug/kg,SED63,D,-9,-9,-9,-9,-9,CPAHSD04,CPAHSD04,Concentration of acenaphthylene {CAS 208-96-8} per unit dry weight of sediment <63um,Concentration,not specified,Acénaphtylène,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002006,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
217,-9,aluminium,7429-90-5,CS,AL,mg/kg,SED63,D,-9,-9,-9,-9,-9,RWSSED34,RWSSED34,Concentration of aluminium {Al CAS 7429-90-5} per unit dry weight of sediment <63um,Concentration,not specified,Aluminium,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002991,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
220,-9,aldrin,309-00-2,CS,ALD,ug/kg,SED63,D,-9,-9,-9,-9,-9,CALCX053,CALCX053,Concentration of aldrin {CAS 309-00-2} per unit dry weight of sediment <63um,Concentration,not specified,aldrin,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002293,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
222,-9,anthracene,120-12-7,CS,ANT,ug/kg,SED63,D,-9,-9,-9,-9,-9,ANTDWT02,ANTDWT02,Concentration of anthracene {CAS 120-12-7} per unit dry weight of sediment <63um,Concentration,not specified,Anthracène,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002027,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
223,-9,benzo[a]anthracene,56-55-3,CS,BAA,ug/kg,SED63,D,-9,-9,-9,-9,-9,CPAHSD06,CPAHSD06,Concentration of benzo(a)anthracene {CAS 56-55-3} per unit dry weight of sediment <63um,Concentration,not specified,benzo(a)anthracene,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002034,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
226,-9,benzo[a]pyrene,50-32-8,CS,BAP,ug/kg,SED63,D,-9,-9,-9,-9,-9,CPAHSD07,CPAHSD07,Concentration of benzo(a)pyrene {CAS 50-32-8} per unit dry weight of sediment <63um,Concentration,not specified,Benzo(a)pyrène,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001908,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
227,-9,benzo[b]fluoranthene,205-99-2,CS,BBF,ug/kg,SED63,D,-9,-9,-9,-9,-9,CPAHSD08,CPAHSD08,Concentration of benzo(b)fluoranthene {CAS 205-99-2} per unit dry weight of sediment <63um,Concentration,not specified,Benzo(b)fluoranthène,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001915,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
228,-9,"benzo[b+j,k]fluoranthene",GM,CS,BBJKF,ug/kg,SED63,D,-9,-9,-9,-9,-9,CBECX072,CBECX072,"Concentration of benzo(b,j,k)fluoranthene per unit dry weight of sediment <63um",Concentration,not specified,"benzo(b,j,k)fluoranthene",per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002824,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
230,-9,"2,2',4,4',6-pentabromodiphenyl ether (PBDE100)",189084-64-8,CS,BD100,ug/kg,SED63,D,-9,-9,-9,-9,-9,RWSSED23,RWSSED23,"Concentration of 2,2',4,4',6-pentabromodiphenyl ether {BDE100 CAS 189084-64-8} per unit dry weight of sediment <63um",Concentration,not specified,"2,2',4,4',6-pentabromodiphenyl ether",per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002146,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
231,-9,"2,3',4,4',6-pentabromodiphenyl ether (BDE119)",189084-66-0,CS,BD119,ug/kg,SED63,D,-9,-9,-9,-9,-9,C29CX016,C29CX016,"Concentration of 2,3',4,4',6-pentabromodiphenyl ether {BDE119 CAS 189084-66-0} per unit dry weight of sediment <63um",Concentration,not specified,"2,3',4,4',6-pentabromodiphenyl ether",per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002167,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
232,-9,"2,2',3,4,4',5'-hexabromodiphenyl ether (PBDE138)",182677-30-1,CS,BD138,ug/kg,SED63,D,-9,-9,-9,-9,-9,C29CX017,C29CX017,"Concentration of 2,2',3,4,4',5'-hexabromodiphenyl ether {BDE138 CAS 182677-30-1} per unit dry weight of sediment <63um",Concentration,not specified,"2,2',3,4,4',5'-hexabromodiphenyl ether",per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002132,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
234,-9,"2,2',4,4',5,5'-hexabromodiphenyl ether (PBDE153)",68631-49-2,CS,BD153,ug/kg,SED63,D,-9,-9,-9,-9,-9,RWSSED20,RWSSED20,"Concentration of 2,2',4,4',5,5'-hexabromodiphenyl ether {BDE153 CAS 68631-49-2} per unit dry weight of sediment <63um",Concentration,not specified,"2,2',4,4',5,5'-hexabromodiphenyl ether",per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS000998,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
236,-9,"2,2',4,4',5,6'-hexabromodiphenyl ether (PBDE154)",207122-15-4,CS,BD154,ug/kg,SED63,D,-9,-9,-9,-9,-9,RWSSED21,RWSSED21,"Concentration of 2,2',4,4',5,6'-hexabromodiphenyl ether {BDE154 CAS 207122-15-4} per unit dry weight of sediment <63um",Concentration,not specified,Hexabromodiphényl éther (congénère 154),per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001005,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
237,-9,"2,2',3,4,4',5',6-heptabromodiphenyl ether (BDE183)",207122-16-5,CS,BD183,ug/kg,SED63,D,-9,-9,-9,-9,-9,BD183SAD,BD183SAD,"Concentration of 2,2',3,4,4',5',6-heptabromodiphenyl ether {BDE183 CAS 207122-16-5} per unit dry weight of sediment <63um",Concentration,not specified,heptabromodiphényl éther (congénère 183),per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS000991,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
238,-9,"2,3,3',4,4',5,6-heptabromodiphenyl ether (BDE190)",189084-68-2,CS,BD190,ug/kg,SED63,D,-9,-9,-9,-9,-9,C29CX018,C29CX018,"Concentration of 2,3,3',4,4',5,6-heptabromodiphenyl ether {BDE190 CAS 189084-68-2} per unit dry weight of sediment <63um",Concentration,not specified,"2,3,3',4,4',5,6-heptabromodiphenyl ether",per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002181,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
