rowID,PARGROUP,PRNAM,CAS,DTYPE,PARAM,MUNIT,MATRX,BASIS,METPT,METOA,Note,AphiaID,Species,P01_Code,P01,P01_label,S06_label,S07_label,S27_label,S02_label,S26_label,S25_label,TAXON,S09_label,S10_label,S11_label,S12_label,S13_label,S14_label,S15_label,S06,S07,S27,S02,S26,S25,S09,S10,S11,S12,S13,S14,S15
58,-9,aluminium,7429-90-5,CS,AL,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
59,-9,aluminium,7429-90-5,CS,AL,%,SED2000,W,-9,-9,-9,-9,-9,-9,,,Proportion,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
114,-9,cadmium,7440-43-9,CS,CD,ug/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
115,-9,cadmium,7440-43-9,CS,CD,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
116,-9,cadmium,7440-43-9,CS,CD,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
122,-9,cesium-137,-9,CS,CS137,mBq/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Activity,not specified,caesium-137,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600043,S0700006,CS002370,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
124,-9,copper,7440-50-8,CS,CU,ug/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
125,-9,copper,7440-50-8,CS,CU,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
126,-9,copper,7440-50-8,CS,CU,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
150,-9,mercury,7439-97-6,CS,HG,ug/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
151,-9,mercury,7439-97-6,CS,HG,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
152,-9,mercury,7439-97-6,CS,HG,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
153,-9,lithium,7439-93-2,CS,LI,g/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
155,-9,lithium,7439-93-2,CS,LI,mg/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
165,-9,lead,7439-92-1,CS,PB,ug/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
167,-9,lead,7439-92-1,CS,PB,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
170,-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,gm/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
171,-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,mg/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
172,-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,ug Sn/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
173,-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
174,-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
182,-9,triphenyltin - expressed as Sn-atom,GM,CS,TPTIN,gm/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
183,-9,triphenyltin - expressed as Sn-atom,GM,CS,TPTIN,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
184,-9,zinc,7440-66-6,CS,ZN,g/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
186,-9,zinc,7440-66-6,CS,ZN,ug/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
187,-9,zinc,7440-66-6,CS,ZN,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
188,-9,zinc,7440-66-6,CS,ZN,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
189,-9,cadmium,7440-43-9,CS,CD,ug/kg,SED500,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <500um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01976,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
190,-9,copper,7440-50-8,CS,CU,ug/kg,SED500,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <500um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01976,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
191,-9,mercury,7439-97-6,CS,HG,ug/kg,SED500,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <500um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01976,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
192,-9,lead,7439-92-1,CS,PB,ug/kg,SED500,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <500um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01976,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
193,-9,zinc,7440-66-6,CS,ZN,ug/kg,SED500,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <500um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01976,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
194,-9,aluminium,7429-90-5,CS,AL,ug/kg,SED62,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <62um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01978,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
203,-9,cadmium,7440-43-9,CS,CD,ug/kg,SED62,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <62um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01978,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
204,-9,copper,7440-50-8,CS,CU,ug/kg,SED62,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <62um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01978,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
208,-9,mercury,7439-97-6,CS,HG,ug/kg,SED62,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <62um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01978,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
209,-9,lead,7439-92-1,CS,PB,ug/kg,SED62,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <62um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01978,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
211,-9,zinc,7440-66-6,CS,ZN,ug/kg,SED62,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <62um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01978,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
215,-9,aluminium,7429-90-5,CS,AL,%,SED63,D,-9,-9,-9,-9,-9,-9,,,Proportion,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
216,-9,aluminium,7429-90-5,CS,AL,g/kg,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
218,-9,aluminium,7429-90-5,CS,AL,ug/g,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
219,-9,aluminium,7429-90-5,CS,AL,ug/kg,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
300,-9,cadmium,7440-43-9,CS,CD,ug/g,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
301,-9,cadmium,7440-43-9,CS,CD,ug/kg,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
311,-9,copper,7440-50-8,CS,CU,ug/g,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
312,-9,copper,7440-50-8,CS,CU,ug/kg,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
344,-9,mercury,7439-97-6,CS,HG,ug/g,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
345,-9,mercury,7439-97-6,CS,HG,ug/kg,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
347,-9,lithium,7439-93-2,CS,LI,g/g,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
361,-9,lead,7439-92-1,CS,PB,ug/g,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
369,-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,gm/g,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
370,-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,ug/g,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
380,-9,triphenyltin - expressed as Sn-atom,GM,CS,TPTIN,gm/g,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
381,-9,triphenyltin - expressed as Sn-atom,GM,CS,TPTIN,ug/g,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
383,-9,zinc,7440-66-6,CS,ZN,g/kg,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
385,-9,zinc,7440-66-6,CS,ZN,ug/g,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
386,-9,zinc,7440-66-6,CS,ZN,ug/kg,SED63,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <63um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00101,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
387,-9,cadmium,7440-43-9,CS,CD,ug/kg,SED90,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <90um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT01979,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
